user_id,timestamp,start_city,start_state,start_country,end_city,end_state,end_country,distance_km,mode_of_transport,purpose
1002,2025-07-18 05:00:00,Chennai,Tamil Nadu,India,Hyderabad,Telangana,India,758,Train,Trekking
1002,2025-07-20 07:00:00,Surat,Gujarat,India,Shimla,Himachal Pradesh,India,870,Car,Family Visit
1002,2025-07-23 16:00:00,Varanasi,Uttar Pradesh,India,Bengaluru,Karnataka,India,756,Car,Family Visit
1002,2025-07-29 02:00:00,Lucknow,Uttar Pradesh,India,Raipur,Chhattisgarh,India,171,Car,Business
1002,2025-08-02 07:00:00,Manali,Himachal Pradesh,India,Bhopal,Madhya Pradesh,India,1311,Train,Family Visit
1002,2025-08-06 15:00:00,Patna,Bihar,India,Indore,Madhya Pradesh,India,632,Flight,Leisure
1002,2025-08-09 20:00:00,Manali,Himachal Pradesh,India,Jaipur,Rajasthan,India,962,Bus,Business
1002,2025-08-13 05:00:00,Guwahati,Assam,India,Bhubaneswar,Odisha,India,162,Flight,Family Visit
1002,2025-08-16 09:00:00,Visakhapatnam,Andhra Pradesh,India,Nagpur,Maharashtra,India,169,Car,Return Trip
1002,2025-08-21 10:00:00,Pune,Maharashtra,India,Jaipur,Rajasthan,India,889,Car,Tourism
1003,2025-03-06 11:00:00,New Delhi,Delhi,India,Hyderabad,Telangana,India,1228,Bus,Return Trip
1003,2025-03-11 14:00:00,New Delhi,Delhi,India,Bengaluru,Karnataka,India,353,Flight,Trekking
1003,2025-03-15 23:00:00,Dehradun,Uttarakhand,India,Goa,Goa,India,910,Bus,Work
1003,2025-03-17 02:00:00,Jodhpur,Rajasthan,India,New Delhi,Delhi,India,1366,Train,Business
1003,2025-03-22 11:00:00,Manali,Himachal Pradesh,India,Goa,Goa,India,1260,Train,Return Trip
1003,2025-03-26 12:00:00,Ahmedabad,Gujarat,India,Bhubaneswar,Odisha,India,209,Bus,Return Trip
1003,2025-03-29 22:00:00,Ranchi,Jharkhand,India,Visakhapatnam,Andhra Pradesh,India,492,Car,Trekking
1003,2025-04-02 06:00:00,Varanasi,Uttar Pradesh,India,Manali,Himachal Pradesh,India,1182,Car,Business
1003,2025-04-06 11:00:00,Jodhpur,Rajasthan,India,Guwahati,Assam,India,730,Flight,Business
1003,2025-04-10 18:00:00,Jaipur,Rajasthan,India,Ahmedabad,Gujarat,India,906,Car,Work
1003,2025-04-16 00:00:00,New Delhi,Delhi,India,Ranchi,Jharkhand,India,442,Flight,Return Trip
1003,2025-04-18 04:00:00,Manali,Himachal Pradesh,India,Guwahati,Assam,India,370,Train,Family Visit
1003,2025-04-19 13:00:00,Shimla,Himachal Pradesh,India,New Delhi,Delhi,India,695,Train,Family Visit
1003,2025-04-21 16:00:00,Shimla,Himachal Pradesh,India,Agra,Uttar Pradesh,India,846,Car,Work
1003,2025-04-22 23:00:00,Jaipur,Rajasthan,India,Agra,Uttar Pradesh,India,416,Train,Tourism
1003,2025-04-28 00:00:00,Patna,Bihar,India,Lucknow,Uttar Pradesh,India,551,Flight,Trekking
1003,2025-05-01 05:00:00,Jaipur,Rajasthan,India,Amritsar,Punjab,India,570,Flight,Business
1003,2025-05-06 08:00:00,Bhubaneswar,Odisha,India,Indore,Madhya Pradesh,India,862,Train,Family Visit
1003,2025-05-11 17:00:00,Dehradun,Uttarakhand,India,Bengaluru,Karnataka,India,145,Train,Business
1003,2025-05-15 21:00:00,Ahmedabad,Gujarat,India,Surat,Gujarat,India,857,Train,Return Trip
1003,2025-05-17 01:00:00,Pune,Maharashtra,India,Thiruvananthapuram,Kerala,India,472,Train,Family Visit
1003,2025-05-22 08:00:00,Varanasi,Uttar Pradesh,India,Manali,Himachal Pradesh,India,1427,Bus,Business
1003,2025-05-27 12:00:00,New Delhi,Delhi,India,Amritsar,Punjab,India,555,Train,Tourism
1003,2025-05-31 18:00:00,Bhopal,Madhya Pradesh,India,Shimla,Himachal Pradesh,India,420,Flight,Leisure
1003,2025-06-04 19:00:00,Hyderabad,Telangana,India,Bhopal,Madhya Pradesh,India,1415,Flight,Business
1003,2025-06-08 21:00:00,Bengaluru,Karnataka,India,New Delhi,Delhi,India,1073,Car,Leisure
1003,2025-06-14 03:00:00,Patna,Bihar,India,New Delhi,Delhi,India,185,Flight,Tourism
1003,2025-06-19 10:00:00,Jodhpur,Rajasthan,India,Manali,Himachal Pradesh,India,595,Flight,Family Visit
1003,2025-06-23 18:00:00,Ahmedabad,Gujarat,India,Nagpur,Maharashtra,India,896,Bus,Business
1003,2025-06-25 22:00:00,Raipur,Chhattisgarh,India,Thiruvananthapuram,Kerala,India,834,Train,Return Trip
1003,2025-06-29 06:00:00,Visakhapatnam,Andhra Pradesh,India,Chennai,Tamil Nadu,India,1317,Car,Business
1003,2025-07-02 13:00:00,Hyderabad,Telangana,India,Surat,Gujarat,India,87,Flight,Business
1003,2025-07-05 22:00:00,Bhopal,Madhya Pradesh,India,Pune,Maharashtra,India,495,Train,Tourism
1003,2025-07-11 04:00:00,Thiruvananthapuram,Kerala,India,Surat,Gujarat,India,768,Bus,Family Visit
1003,2025-07-13 06:00:00,Dehradun,Uttarakhand,India,Jodhpur,Rajasthan,India,1420,Flight,Tourism
1003,2025-07-18 15:00:00,Shimla,Himachal Pradesh,India,Manali,Himachal Pradesh,India,315,Bus,Return Trip
1003,2025-07-22 16:00:00,Patna,Bihar,India,Thiruvananthapuram,Kerala,India,315,Train,Return Trip
1003,2025-07-23 20:00:00,Varanasi,Uttar Pradesh,India,Chandigarh,Chandigarh,India,668,Bus,Return Trip
1003,2025-07-27 01:00:00,Surat,Gujarat,India,Chennai,Tamil Nadu,India,536,Car,Work
1003,2025-08-01 11:00:00,Hyderabad,Telangana,India,Pune,Maharashtra,India,1081,Flight,Trekking
1003,2025-08-02 17:00:00,Jaipur,Rajasthan,India,Amritsar,Punjab,India,1331,Flight,Business
1003,2025-08-04 21:00:00,Varanasi,Uttar Pradesh,India,Bhubaneswar,Odisha,India,905,Bus,Leisure
1003,2025-08-06 07:00:00,Ranchi,Jharkhand,India,Chandigarh,Chandigarh,India,500,Train,Return Trip
1003,2025-08-10 13:00:00,Lucknow,Uttar Pradesh,India,Hyderabad,Telangana,India,378,Bus,Return Trip
1003,2025-08-14 14:00:00,Indore,Madhya Pradesh,India,Thiruvananthapuram,Kerala,India,167,Flight,Tourism
1003,2025-08-18 15:00:00,Chennai,Tamil Nadu,India,Patna,Bihar,India,563,Flight,Work
1003,2025-08-23 21:00:00,Amritsar,Punjab,India,Patna,Bihar,India,1223,Car,Work
1003,2025-08-29 04:00:00,Dehradun,Uttarakhand,India,Ranchi,Jharkhand,India,378,Car,Tourism
1003,2025-09-02 07:00:00,Bengaluru,Karnataka,India,Thiruvananthapuram,Kerala,India,1388,Train,Business
1003,2025-09-05 10:00:00,Dehradun,Uttarakhand,India,Agra,Uttar Pradesh,India,1106,Bus,Business
1004,2025-03-06 12:00:00,Pune,Maharashtra,India,Dehradun,Uttarakhand,India,777,Bus,Family Visit
1004,2025-03-09 15:00:00,Guwahati,Assam,India,Shimla,Himachal Pradesh,India,1140,Train,Business
1004,2025-03-12 20:00:00,Chennai,Tamil Nadu,India,Visakhapatnam,Andhra Pradesh,India,479,Bus,Work
1004,2025-03-16 00:00:00,Goa,Goa,India,Raipur,Chhattisgarh,India,1246,Train,Work
1004,2025-03-17 06:00:00,Hyderabad,Telangana,India,Kolkata,West Bengal,India,1321,Flight,Business
1004,2025-03-21 07:00:00,New Delhi,Delhi,India,Nagpur,Maharashtra,India,102,Car,Work
1004,2025-03-25 17:00:00,New Delhi,Delhi,India,Bengaluru,Karnataka,India,155,Bus,Tourism
1004,2025-03-28 03:00:00,Thiruvananthapuram,Kerala,India,Ahmedabad,Gujarat,India,1015,Train,Family Visit
1004,2025-03-31 10:00:00,Lucknow,Uttar Pradesh,India,Bhubaneswar,Odisha,India,86,Flight,Return Trip
1004,2025-04-01 15:00:00,New Delhi,Delhi,India,Mumbai,Maharashtra,India,1488,Train,Trekking
1004,2025-04-03 01:00:00,Ahmedabad,Gujarat,India,Bhubaneswar,Odisha,India,995,Flight,Return Trip
1004,2025-04-07 06:00:00,Indore,Madhya Pradesh,India,Bhopal,Madhya Pradesh,India,128,Bus,Tourism
1004,2025-04-09 08:00:00,Chennai,Tamil Nadu,India,Shimla,Himachal Pradesh,India,730,Car,Trekking
1004,2025-04-13 18:00:00,Indore,Madhya Pradesh,India,Surat,Gujarat,India,1462,Flight,Leisure
1004,2025-04-19 01:00:00,Chennai,Tamil Nadu,India,Varanasi,Uttar Pradesh,India,800,Car,Leisure
1004,2025-04-24 05:00:00,Ahmedabad,Gujarat,India,Chennai,Tamil Nadu,India,88,Flight,Trekking
1004,2025-04-28 06:00:00,Goa,Goa,India,Chandigarh,Chandigarh,India,1361,Train,Leisure
1004,2025-05-01 07:00:00,Varanasi,Uttar Pradesh,India,Nagpur,Maharashtra,India,796,Car,Business
1004,2025-05-02 15:00:00,Bhubaneswar,Odisha,India,Indore,Madhya Pradesh,India,1007,Train,Tourism
1004,2025-05-06 23:00:00,Amritsar,Punjab,India,Guwahati,Assam,India,1093,Car,Business
1004,2025-05-12 04:00:00,Guwahati,Assam,India,New Delhi,Delhi,India,711,Flight,Work
1004,2025-05-13 13:00:00,Chandigarh,Chandigarh,India,Ahmedabad,Gujarat,India,123,Bus,Tourism
1004,2025-05-15 21:00:00,Manali,Himachal Pradesh,India,Ranchi,Jharkhand,India,1290,Flight,Family Visit
1004,2025-05-17 00:00:00,Bhopal,Madhya Pradesh,India,Varanasi,Uttar Pradesh,India,273,Bus,Work
1004,2025-05-21 09:00:00,Jaipur,Rajasthan,India,Jodhpur,Rajasthan,India,408,Train,Leisure
1004,2025-05-24 15:00:00,Thiruvananthapuram,Kerala,India,Indore,Madhya Pradesh,India,938,Car,Family Visit
1004,2025-05-27 22:00:00,Amritsar,Punjab,India,Varanasi,Uttar Pradesh,India,324,Flight,Business
1004,2025-05-31 02:00:00,Varanasi,Uttar Pradesh,India,Amritsar,Punjab,India,1317,Flight,Trekking
1004,2025-06-03 03:00:00,Kolkata,West Bengal,India,Bhopal,Madhya Pradesh,India,518,Bus,Return Trip
1004,2025-06-08 07:00:00,Raipur,Chhattisgarh,India,Indore,Madhya Pradesh,India,946,Bus,Family Visit
1004,2025-06-09 12:00:00,New Delhi,Delhi,India,Bhubaneswar,Odisha,India,539,Car,Work
1004,2025-06-12 21:00:00,Surat,Gujarat,India,Dehradun,Uttarakhand,India,884,Car,Trekking
1004,2025-06-16 05:00:00,Lucknow,Uttar Pradesh,India,New Delhi,Delhi,India,238,Car,Family Visit
1004,2025-06-21 06:00:00,New Delhi,Delhi,India,Shimla,Himachal Pradesh,India,718,Flight,Business
1004,2025-06-24 16:00:00,Mumbai,Maharashtra,India,Ranchi,Jharkhand,India,1388,Flight,Work
1004,2025-06-27 00:00:00,Thiruvananthapuram,Kerala,India,Jaipur,Rajasthan,India,290,Bus,Return Trip
1004,2025-06-30 08:00:00,Visakhapatnam,Andhra Pradesh,India,Surat,Gujarat,India,664,Bus,Business
1004,2025-07-04 12:00:00,Shimla,Himachal Pradesh,India,Ahmedabad,Gujarat,India,224,Bus,Trekking
1004,2025-07-06 18:00:00,Raipur,Chhattisgarh,India,Agra,Uttar Pradesh,India,277,Flight,Family Visit
1004,2025-07-07 22:00:00,Bhubaneswar,Odisha,India,Lucknow,Uttar Pradesh,India,249,Flight,Leisure
1004,2025-07-09 04:00:00,Bhubaneswar,Odisha,India,Kolkata,West Bengal,India,169,Bus,Business
1004,2025-07-14 07:00:00,Indore,Madhya Pradesh,India,Goa,Goa,India,798,Flight,Leisure
1004,2025-07-16 09:00:00,New Delhi,Delhi,India,Indore,Madhya Pradesh,India,967,Bus,Tourism
1004,2025-07-18 12:00:00,Amritsar,Punjab,India,Bengaluru,Karnataka,India,106,Bus,Family Visit
1004,2025-07-23 17:00:00,Ranchi,Jharkhand,India,Bhubaneswar,Odisha,India,864,Bus,Tourism
1004,2025-07-25 21:00:00,Manali,Himachal Pradesh,India,Guwahati,Assam,India,1152,Flight,Return Trip
1004,2025-07-30 00:00:00,Amritsar,Punjab,India,Visakhapatnam,Andhra Pradesh,India,459,Train,Leisure
1004,2025-07-31 07:00:00,Manali,Himachal Pradesh,India,Chennai,Tamil Nadu,India,716,Bus,Leisure
1004,2025-08-01 15:00:00,Ahmedabad,Gujarat,India,Guwahati,Assam,India,130,Car,Leisure
1004,2025-08-04 01:00:00,Nagpur,Maharashtra,India,Kolkata,West Bengal,India,306,Train,Business
1005,2025-03-04 16:00:00,Patna,Bihar,India,Pune,Maharashtra,India,415,Car,Return Trip
1005,2025-03-05 17:00:00,Manali,Himachal Pradesh,India,Guwahati,Assam,India,789,Flight,Tourism
1005,2025-03-08 03:00:00,Manali,Himachal Pradesh,India,Lucknow,Uttar Pradesh,India,1478,Bus,Business
1005,2025-03-12 13:00:00,Jaipur,Rajasthan,India,Bhubaneswar,Odisha,India,523,Car,Business
1005,2025-03-14 15:00:00,Guwahati,Assam,India,Agra,Uttar Pradesh,India,657,Bus,Work
1005,2025-03-18 21:00:00,Bhubaneswar,Odisha,India,Patna,Bihar,India,156,Flight,Tourism
1005,2025-03-20 01:00:00,Patna,Bihar,India,Indore,Madhya Pradesh,India,1005,Bus,Work
1005,2025-03-23 06:00:00,Pune,Maharashtra,India,New Delhi,Delhi,India,875,Bus,Family Visit
1005,2025-03-28 10:00:00,Pune,Maharashtra,India,Surat,Gujarat,India,1130,Flight,Leisure
1005,2025-03-30 19:00:00,Varanasi,Uttar Pradesh,India,Chandigarh,Chandigarh,India,156,Bus,Tourism
1005,2025-04-05 03:00:00,Surat,Gujarat,India,Amritsar,Punjab,India,764,Train,Leisure
1005,2025-04-07 08:00:00,Visakhapatnam,Andhra Pradesh,India,Varanasi,Uttar Pradesh,India,1415,Flight,Family Visit
1005,2025-04-11 18:00:00,Lucknow,Uttar Pradesh,India,Mumbai,Maharashtra,India,1033,Flight,Trekking
1005,2025-04-14 19:00:00,New Delhi,Delhi,India,Visakhapatnam,Andhra Pradesh,India,1043,Flight,Trekking
1005,2025-04-18 03:00:00,Visakhapatnam,Andhra Pradesh,India,Bhubaneswar,Odisha,India,599,Bus,Return Trip
1005,2025-04-19 07:00:00,Varanasi,Uttar Pradesh,India,Indore,Madhya Pradesh,India,422,Flight,Family Visit
1005,2025-04-24 11:00:00,Chandigarh,Chandigarh,India,Chennai,Tamil Nadu,India,820,Train,Trekking
1005,2025-04-29 20:00:00,Jodhpur,Rajasthan,India,Hyderabad,Telangana,India,729,Car,Tourism
1005,2025-05-03 04:00:00,Thiruvananthapuram,Kerala,India,Patna,Bihar,India,1374,Car,Return Trip
1005,2025-05-07 07:00:00,Bhopal,Madhya Pradesh,India,Shimla,Himachal Pradesh,India,775,Car,Family Visit
1005,2025-05-10 16:00:00,Bengaluru,Karnataka,India,New Delhi,Delhi,India,371,Flight,Business
1005,2025-05-13 17:00:00,Ahmedabad,Gujarat,India,Thiruvananthapuram,Kerala,India,168,Bus,Tourism
1005,2025-05-15 02:00:00,Bhubaneswar,Odisha,India,Guwahati,Assam,India,726,Train,Family Visit
1005,2025-05-20 11:00:00,New Delhi,Delhi,India,Surat,Gujarat,India,954,Car,Family Visit
1005,2025-05-23 17:00:00,Jodhpur,Rajasthan,India,Goa,Goa,India,1101,Flight,Tourism
1005,2025-05-26 18:00:00,New Delhi,Delhi,India,Bhubaneswar,Odisha,India,1222,Car,Business
1005,2025-05-29 22:00:00,Nagpur,Maharashtra,India,Patna,Bihar,India,849,Flight,Leisure
1005,2025-06-01 23:00:00,Jodhpur,Rajasthan,India,Nagpur,Maharashtra,India,271,Train,Work
1005,2025-06-04 01:00:00,Indore,Madhya Pradesh,India,Nagpur,Maharashtra,India,909,Bus,Family Visit
1005,2025-06-06 11:00:00,Indore,Madhya Pradesh,India,Amritsar,Punjab,India,821,Flight,Work
1005,2025-06-07 13:00:00,Bhubaneswar,Odisha,India,Shimla,Himachal Pradesh,India,1360,Car,Leisure
1005,2025-06-08 22:00:00,Raipur,Chhattisgarh,India,Amritsar,Punjab,India,1045,Train,Tourism
1005,2025-06-13 02:00:00,Raipur,Chhattisgarh,India,Varanasi,Uttar Pradesh,India,353,Flight,Tourism
1005,2025-06-15 04:00:00,Nagpur,Maharashtra,India,Hyderabad,Telangana,India,974,Bus,Business
1005,2025-06-20 05:00:00,Mumbai,Maharashtra,India,New Delhi,Delhi,India,1394,Car,Tourism
1005,2025-06-22 15:00:00,Nagpur,Maharashtra,India,Varanasi,Uttar Pradesh,India,1123,Bus,Trekking
1005,2025-06-25 19:00:00,Goa,Goa,India,Chandigarh,Chandigarh,India,847,Bus,Return Trip
1005,2025-06-28 02:00:00,Chennai,Tamil Nadu,India,Nagpur,Maharashtra,India,303,Car,Return Trip
1005,2025-07-01 07:00:00,Guwahati,Assam,India,Pune,Maharashtra,India,930,Flight,Tourism
1005,2025-07-03 17:00:00,Guwahati,Assam,India,Goa,Goa,India,751,Car,Return Trip
1005,2025-07-04 22:00:00,Mumbai,Maharashtra,India,Lucknow,Uttar Pradesh,India,138,Bus,Trekking
1005,2025-07-10 07:00:00,Ahmedabad,Gujarat,India,Varanasi,Uttar Pradesh,India,1393,Flight,Work
1005,2025-07-14 12:00:00,Mumbai,Maharashtra,India,Pune,Maharashtra,India,82,Bus,Return Trip
1005,2025-07-18 18:00:00,Dehradun,Uttarakhand,India,Bengaluru,Karnataka,India,937,Car,Tourism
