user_id,timestamp,start_city,start_state,start_country,end_city,end_state,end_country,distance_km,mode_of_transport,purpose,Origin_Lat,Origin_Lon,Dest_Lat,Dest_Lon
1002,2025-04-04 10:00:00,Ahmedabad,Gujarat,India,Varanasi,Uttar Pradesh,India,1274,Train,Trekking,23.0215374,72.5800568,25.3356491,83.0076292
1002,2025-04-08 11:00:00,Guwahati,Assam,India,Dehradun,Uttarakhand,India,228,Bus,Family Visit,26.1805978,91.753943,30.3255646,78.0436813
1002,2025-04-09 16:00:00,Guwahati,Assam,India,Nagpur,Maharashtra,India,370,Bus,Business,26.1805978,91.753943,21.1498134,79.0820556
1002,2025-04-14 17:00:00,Agra,Uttar Pradesh,India,Bhubaneswar,Odisha,India,1165,Bus,Family Visit,27.1752554,78.0098161,20.2602964,85.8394521
1002,2025-04-18 03:00:00,Hyderabad,Telangana,India,Guwahati,Assam,India,466,Train,Return Trip,17.360589,78.4740613,26.1805978,91.753943
1002,2025-04-22 12:00:00,Patna,Bihar,India,Nagpur,Maharashtra,India,208,Car,Leisure,25.6093239,85.1235252,21.1498134,79.0820556
1002,2025-04-26 15:00:00,Ranchi,Jharkhand,India,Visakhapatnam,Andhra Pradesh,India,934,Flight,Leisure,23.3700501,85.3250387,17.6935526,83.2921297
1002,2025-04-29 23:00:00,Indore,Madhya Pradesh,India,Goa,Goa,India,368,Flight,Leisure,22.7203616,75.8681996,15.4989946,73.8282141
1002,2025-05-04 08:00:00,Chennai,Tamil Nadu,India,Goa,Goa,India,1258,Bus,Trekking,13.0836939,80.270186,15.4989946,73.8282141
1002,2025-05-05 10:00:00,Bhopal,Madhya Pradesh,India,Thiruvananthapuram,Kerala,India,866,Flight,Return Trip,23.2584857,77.401989,8.4882267,76.947551
1002,2025-05-10 17:00:00,Surat,Gujarat,India,Kolkata,West Bengal,India,197,Train,Business,21.2094892,72.8317058,22.5726459,88.3638953
1002,2025-05-15 18:00:00,Chandigarh,Chandigarh,India,Ahmedabad,Gujarat,India,1395,Train,Return Trip,30.7334421,76.7797143,23.0215374,72.5800568
1002,2025-05-20 20:00:00,Jaipur,Rajasthan,India,Ahmedabad,Gujarat,India,1317,Car,Trekking,26.9154576,75.8189817,23.0215374,72.5800568
1002,2025-05-26 04:00:00,Agra,Uttar Pradesh,India,Indore,Madhya Pradesh,India,291,Car,Family Visit,27.1752554,78.0098161,22.7203616,75.8681996
1002,2025-05-28 12:00:00,New Delhi,Delhi,India,Lucknow,Uttar Pradesh,India,763,Train,Family Visit,28.6430858,77.2192671,26.8381,80.9346001
1002,2025-05-29 19:00:00,Amritsar,Punjab,India,Chandigarh,Chandigarh,India,987,Bus,Return Trip,31.6356659,74.8787496,30.7334421,76.7797143
1002,2025-05-31 23:00:00,New Delhi,Delhi,India,Indore,Madhya Pradesh,India,971,Flight,Trekking,28.6430858,77.2192671,22.7203616,75.8681996
1002,2025-06-03 02:00:00,Bengaluru,Karnataka,India,Hyderabad,Telangana,India,895,Car,Tourism,12.9767936,77.590082,17.360589,78.4740613
1002,2025-06-06 11:00:00,Ahmedabad,Gujarat,India,Surat,Gujarat,India,957,Bus,Tourism,23.0215374,72.5800568,21.2094892,72.8317058
1002,2025-06-11 16:00:00,Surat,Gujarat,India,Chandigarh,Chandigarh,India,681,Bus,Tourism,21.2094892,72.8317058,30.7334421,76.7797143
1002,2025-06-13 00:00:00,Jodhpur,Rajasthan,India,Chandigarh,Chandigarh,India,460,Bus,Business,26.2967719,73.0351433,30.7334421,76.7797143
1002,2025-06-14 08:00:00,Guwahati,Assam,India,Pune,Maharashtra,India,792,Car,Trekking,26.1805978,91.753943,18.5213738,73.8545071
1002,2025-06-17 11:00:00,Goa,Goa,India,Jaipur,Rajasthan,India,1347,Flight,Family Visit,15.4989946,73.8282141,26.9154576,75.8189817
1002,2025-06-19 13:00:00,Mumbai,Maharashtra,India,Visakhapatnam,Andhra Pradesh,India,209,Flight,Return Trip,19.054999,72.8692035,17.6935526,83.2921297
1002,2025-06-21 22:00:00,Indore,Madhya Pradesh,India,Amritsar,Punjab,India,1057,Train,Return Trip,22.7203616,75.8681996,31.6356659,74.8787496
1002,2025-06-27 01:00:00,Chennai,Tamil Nadu,India,Patna,Bihar,India,542,Bus,Tourism,13.0836939,80.270186,25.6093239,85.1235252
1002,2025-06-29 11:00:00,Dehradun,Uttarakhand,India,Jaipur,Rajasthan,India,729,Bus,Tourism,30.3255646,78.0436813,26.9154576,75.8189817
1002,2025-07-03 12:00:00,Lucknow,Uttar Pradesh,India,Ahmedabad,Gujarat,India,201,Bus,Return Trip,26.8381,80.9346001,23.0215374,72.5800568
1002,2025-07-05 16:00:00,Goa,Goa,India,Agra,Uttar Pradesh,India,616,Bus,Return Trip,15.4989946,73.8282141,27.1752554,78.0098161
1002,2025-07-08 23:00:00,Chandigarh,Chandigarh,India,Bengaluru,Karnataka,India,354,Bus,Work,30.7334421,76.7797143,12.9767936,77.590082
1002,2025-07-13 01:00:00,Manali,Himachal Pradesh,India,Kolkata,West Bengal,India,755,Car,Trekking,32.2454608,77.1872926,22.5726459,88.3638953
1002,2025-07-18 05:00:00,Chennai,Tamil Nadu,India,Hyderabad,Telangana,India,758,Train,Trekking,13.0836939,80.270186,17.360589,78.4740613
1002,2025-07-20 07:00:00,Surat,Gujarat,India,Shimla,Himachal Pradesh,India,870,Car,Family Visit,21.2094892,72.8317058,31.1041526,77.1709729
1002,2025-07-23 16:00:00,Varanasi,Uttar Pradesh,India,Bengaluru,Karnataka,India,756,Car,Family Visit,25.3356491,83.0076292,12.9767936,77.590082
1002,2025-07-29 02:00:00,Lucknow,Uttar Pradesh,India,Raipur,Chhattisgarh,India,171,Car,Business,26.8381,80.9346001,21.2380912,81.6336993
1002,2025-08-02 07:00:00,Manali,Himachal Pradesh,India,Bhopal,Madhya Pradesh,India,1311,Train,Family Visit,32.2454608,77.1872926,23.2584857,77.401989
1002,2025-08-06 15:00:00,Patna,Bihar,India,Indore,Madhya Pradesh,India,632,Flight,Leisure,25.6093239,85.1235252,22.7203616,75.8681996
1002,2025-08-09 20:00:00,Manali,Himachal Pradesh,India,Jaipur,Rajasthan,India,962,Bus,Business,32.2454608,77.1872926,26.9154576,75.8189817
1002,2025-08-13 05:00:00,Guwahati,Assam,India,Bhubaneswar,Odisha,India,162,Flight,Family Visit,26.1805978,91.753943,20.2602964,85.8394521
1002,2025-08-16 09:00:00,Visakhapatnam,Andhra Pradesh,India,Nagpur,Maharashtra,India,169,Car,Return Trip,17.6935526,83.2921297,21.1498134,79.0820556
1002,2025-08-21 10:00:00,Pune,Maharashtra,India,Jaipur,Rajasthan,India,889,Car,Tourism,18.5213738,73.8545071,26.9154576,75.8189817
1003,2025-03-06 11:00:00,New Delhi,Delhi,India,Hyderabad,Telangana,India,1228,Bus,Return Trip,28.6430858,77.2192671,17.360589,78.4740613
1003,2025-03-11 14:00:00,New Delhi,Delhi,India,Bengaluru,Karnataka,India,353,Flight,Trekking,28.6430858,77.2192671,12.9767936,77.590082
1003,2025-03-15 23:00:00,Dehradun,Uttarakhand,India,Goa,Goa,India,910,Bus,Work,30.3255646,78.0436813,15.4989946,73.8282141
1003,2025-03-17 02:00:00,Jodhpur,Rajasthan,India,New Delhi,Delhi,India,1366,Train,Business,26.2967719,73.0351433,28.6430858,77.2192671
1003,2025-03-22 11:00:00,Manali,Himachal Pradesh,India,Goa,Goa,India,1260,Train,Return Trip,32.2454608,77.1872926,15.4989946,73.8282141
1003,2025-03-26 12:00:00,Ahmedabad,Gujarat,India,Bhubaneswar,Odisha,India,209,Bus,Return Trip,23.0215374,72.5800568,20.2602964,85.8394521
1003,2025-03-29 22:00:00,Ranchi,Jharkhand,India,Visakhapatnam,Andhra Pradesh,India,492,Car,Trekking,23.3700501,85.3250387,17.6935526,83.2921297
1003,2025-04-02 06:00:00,Varanasi,Uttar Pradesh,India,Manali,Himachal Pradesh,India,1182,Car,Business,25.3356491,83.0076292,32.2454608,77.1872926
1003,2025-04-06 11:00:00,Jodhpur,Rajasthan,India,Guwahati,Assam,India,730,Flight,Business,26.2967719,73.0351433,26.1805978,91.753943
1003,2025-04-10 18:00:00,Jaipur,Rajasthan,India,Ahmedabad,Gujarat,India,906,Car,Work,26.9154576,75.8189817,23.0215374,72.5800568
1003,2025-04-16 00:00:00,New Delhi,Delhi,India,Ranchi,Jharkhand,India,442,Flight,Return Trip,28.6430858,77.2192671,23.3700501,85.3250387
1003,2025-04-18 04:00:00,Manali,Himachal Pradesh,India,Guwahati,Assam,India,370,Train,Family Visit,32.2454608,77.1872926,26.1805978,91.753943
1003,2025-04-19 13:00:00,Shimla,Himachal Pradesh,India,New Delhi,Delhi,India,695,Train,Family Visit,31.1041526,77.1709729,28.6430858,77.2192671
1003,2025-04-21 16:00:00,Shimla,Himachal Pradesh,India,Agra,Uttar Pradesh,India,846,Car,Work,31.1041526,77.1709729,27.1752554,78.0098161
1003,2025-04-22 23:00:00,Jaipur,Rajasthan,India,Agra,Uttar Pradesh,India,416,Train,Tourism,26.9154576,75.8189817,27.1752554,78.0098161
1003,2025-04-28 00:00:00,Patna,Bihar,India,Lucknow,Uttar Pradesh,India,551,Flight,Trekking,25.6093239,85.1235252,26.8381,80.9346001
1003,2025-05-01 05:00:00,Jaipur,Rajasthan,India,Amritsar,Punjab,India,570,Flight,Business,26.9154576,75.8189817,31.6356659,74.8787496
1003,2025-05-06 08:00:00,Bhubaneswar,Odisha,India,Indore,Madhya Pradesh,India,862,Train,Family Visit,20.2602964,85.8394521,22.7203616,75.8681996
1003,2025-05-11 17:00:00,Dehradun,Uttarakhand,India,Bengaluru,Karnataka,India,145,Train,Business,30.3255646,78.0436813,12.9767936,77.590082
1003,2025-05-15 21:00:00,Ahmedabad,Gujarat,India,Surat,Gujarat,India,857,Train,Return Trip,23.0215374,72.5800568,21.2094892,72.8317058
1003,2025-05-17 01:00:00,Pune,Maharashtra,India,Thiruvananthapuram,Kerala,India,472,Train,Family Visit,18.5213738,73.8545071,8.4882267,76.947551
1003,2025-05-22 08:00:00,Varanasi,Uttar Pradesh,India,Manali,Himachal Pradesh,India,1427,Bus,Business,25.3356491,83.0076292,32.2454608,77.1872926
1003,2025-05-27 12:00:00,New Delhi,Delhi,India,Amritsar,Punjab,India,555,Train,Tourism,28.6430858,77.2192671,31.6356659,74.8787496
1003,2025-05-31 18:00:00,Bhopal,Madhya Pradesh,India,Shimla,Himachal Pradesh,India,420,Flight,Leisure,23.2584857,77.401989,31.1041526,77.1709729
1003,2025-06-04 19:00:00,Hyderabad,Telangana,India,Bhopal,Madhya Pradesh,India,1415,Flight,Business,17.360589,78.4740613,23.2584857,77.401989
1003,2025-06-08 21:00:00,Bengaluru,Karnataka,India,New Delhi,Delhi,India,1073,Car,Leisure,12.9767936,77.590082,28.6430858,77.2192671
1003,2025-06-14 03:00:00,Patna,Bihar,India,New Delhi,Delhi,India,185,Flight,Tourism,25.6093239,85.1235252,28.6430858,77.2192671
1003,2025-06-19 10:00:00,Jodhpur,Rajasthan,India,Manali,Himachal Pradesh,India,595,Flight,Family Visit,26.2967719,73.0351433,32.2454608,77.1872926
1003,2025-06-23 18:00:00,Ahmedabad,Gujarat,India,Nagpur,Maharashtra,India,896,Bus,Business,23.0215374,72.5800568,21.1498134,79.0820556
1003,2025-06-25 22:00:00,Raipur,Chhattisgarh,India,Thiruvananthapuram,Kerala,India,834,Train,Return Trip,21.2380912,81.6336993,8.4882267,76.947551
1003,2025-06-29 06:00:00,Visakhapatnam,Andhra Pradesh,India,Chennai,Tamil Nadu,India,1317,Car,Business,17.6935526,83.2921297,13.0836939,80.270186
1003,2025-07-02 13:00:00,Hyderabad,Telangana,India,Surat,Gujarat,India,87,Flight,Business,17.360589,78.4740613,21.2094892,72.8317058
1003,2025-07-05 22:00:00,Bhopal,Madhya Pradesh,India,Pune,Maharashtra,India,495,Train,Tourism,23.2584857,77.401989,18.5213738,73.8545071
1003,2025-07-11 04:00:00,Thiruvananthapuram,Kerala,India,Surat,Gujarat,India,768,Bus,Family Visit,8.4882267,76.947551,21.2094892,72.8317058
1003,2025-07-13 06:00:00,Dehradun,Uttarakhand,India,Jodhpur,Rajasthan,India,1420,Flight,Tourism,30.3255646,78.0436813,26.2967719,73.0351433
1003,2025-07-18 15:00:00,Shimla,Himachal Pradesh,India,Manali,Himachal Pradesh,India,315,Bus,Return Trip,31.1041526,77.1709729,32.2454608,77.1872926
1003,2025-07-22 16:00:00,Patna,Bihar,India,Thiruvananthapuram,Kerala,India,315,Train,Return Trip,25.6093239,85.1235252,8.4882267,76.947551
1003,2025-07-23 20:00:00,Varanasi,Uttar Pradesh,India,Chandigarh,Chandigarh,India,668,Bus,Return Trip,25.3356491,83.0076292,30.7334421,76.7797143
1003,2025-07-27 01:00:00,Surat,Gujarat,India,Chennai,Tamil Nadu,India,536,Car,Work,21.2094892,72.8317058,13.0836939,80.270186
1003,2025-08-01 11:00:00,Hyderabad,Telangana,India,Pune,Maharashtra,India,1081,Flight,Trekking,17.360589,78.4740613,18.5213738,73.8545071
1003,2025-08-02 17:00:00,Jaipur,Rajasthan,India,Amritsar,Punjab,India,1331,Flight,Business,26.9154576,75.8189817,31.6356659,74.8787496
1003,2025-08-04 21:00:00,Varanasi,Uttar Pradesh,India,Bhubaneswar,Odisha,India,905,Bus,Leisure,25.3356491,83.0076292,20.2602964,85.8394521
1003,2025-08-06 07:00:00,Ranchi,Jharkhand,India,Chandigarh,Chandigarh,India,500,Train,Return Trip,23.3700501,85.3250387,30.7334421,76.7797143
1003,2025-08-10 13:00:00,Lucknow,Uttar Pradesh,India,Hyderabad,Telangana,India,378,Bus,Return Trip,26.8381,80.9346001,17.360589,78.4740613
1003,2025-08-14 14:00:00,Indore,Madhya Pradesh,India,Thiruvananthapuram,Kerala,India,167,Flight,Tourism,22.7203616,75.8681996,8.4882267,76.947551
1003,2025-08-18 15:00:00,Chennai,Tamil Nadu,India,Patna,Bihar,India,563,Flight,Work,13.0836939,80.270186,25.6093239,85.1235252
1003,2025-08-23 21:00:00,Amritsar,Punjab,India,Patna,Bihar,India,1223,Car,Work,31.6356659,74.8787496,25.6093239,85.1235252
1003,2025-08-29 04:00:00,Dehradun,Uttarakhand,India,Ranchi,Jharkhand,India,378,Car,Tourism,30.3255646,78.0436813,23.3700501,85.3250387
1003,2025-09-02 07:00:00,Bengaluru,Karnataka,India,Thiruvananthapuram,Kerala,India,1388,Train,Business,12.9767936,77.590082,8.4882267,76.947551
1003,2025-09-05 10:00:00,Dehradun,Uttarakhand,India,Agra,Uttar Pradesh,India,1106,Bus,Business,30.3255646,78.0436813,27.1752554,78.0098161
1004,2025-03-06 12:00:00,Pune,Maharashtra,India,Dehradun,Uttarakhand,India,777,Bus,Family Visit,18.5213738,73.8545071,30.3255646,78.0436813
1004,2025-03-09 15:00:00,Guwahati,Assam,India,Shimla,Himachal Pradesh,India,1140,Train,Business,26.1805978,91.753943,31.1041526,77.1709729
1004,2025-03-12 20:00:00,Chennai,Tamil Nadu,India,Visakhapatnam,Andhra Pradesh,India,479,Bus,Work,13.0836939,80.270186,17.6935526,83.2921297
1004,2025-03-16 00:00:00,Goa,Goa,India,Raipur,Chhattisgarh,India,1246,Train,Work,15.4989946,73.8282141,21.2380912,81.6336993
1004,2025-03-17 06:00:00,Hyderabad,Telangana,India,Kolkata,West Bengal,India,1321,Flight,Business,17.360589,78.4740613,22.5726459,88.3638953
1004,2025-03-21 07:00:00,New Delhi,Delhi,India,Nagpur,Maharashtra,India,102,Car,Work,28.6430858,77.2192671,21.1498134,79.0820556
1004,2025-03-25 17:00:00,New Delhi,Delhi,India,Bengaluru,Karnataka,India,155,Bus,Tourism,28.6430858,77.2192671,12.9767936,77.590082
1004,2025-03-28 03:00:00,Thiruvananthapuram,Kerala,India,Ahmedabad,Gujarat,India,1015,Train,Family Visit,8.4882267,76.947551,23.0215374,72.5800568
1004,2025-03-31 10:00:00,Lucknow,Uttar Pradesh,India,Bhubaneswar,Odisha,India,86,Flight,Return Trip,26.8381,80.9346001,20.2602964,85.8394521
1004,2025-04-01 15:00:00,New Delhi,Delhi,India,Mumbai,Maharashtra,India,1488,Train,Trekking,28.6430858,77.2192671,19.054999,72.8692035
1004,2025-04-03 01:00:00,Ahmedabad,Gujarat,India,Bhubaneswar,Odisha,India,995,Flight,Return Trip,23.0215374,72.5800568,20.2602964,85.8394521
1004,2025-04-07 06:00:00,Indore,Madhya Pradesh,India,Bhopal,Madhya Pradesh,India,128,Bus,Tourism,22.7203616,75.8681996,23.2584857,77.401989
1004,2025-04-09 08:00:00,Chennai,Tamil Nadu,India,Shimla,Himachal Pradesh,India,730,Car,Trekking,13.0836939,80.270186,31.1041526,77.1709729
1004,2025-04-13 18:00:00,Indore,Madhya Pradesh,India,Surat,Gujarat,India,1462,Flight,Leisure,22.7203616,75.8681996,21.2094892,72.8317058
1004,2025-04-19 01:00:00,Chennai,Tamil Nadu,India,Varanasi,Uttar Pradesh,India,800,Car,Leisure,13.0836939,80.270186,25.3356491,83.0076292
1004,2025-04-24 05:00:00,Ahmedabad,Gujarat,India,Chennai,Tamil Nadu,India,88,Flight,Trekking,23.0215374,72.5800568,13.0836939,80.270186
1004,2025-04-28 06:00:00,Goa,Goa,India,Chandigarh,Chandigarh,India,1361,Train,Leisure,15.4989946,73.8282141,30.7334421,76.7797143
1004,2025-05-01 07:00:00,Varanasi,Uttar Pradesh,India,Nagpur,Maharashtra,India,796,Car,Business,25.3356491,83.0076292,21.1498134,79.0820556
1004,2025-05-02 15:00:00,Bhubaneswar,Odisha,India,Indore,Madhya Pradesh,India,1007,Train,Tourism,20.2602964,85.8394521,22.7203616,75.8681996
1004,2025-05-06 23:00:00,Amritsar,Punjab,India,Guwahati,Assam,India,1093,Car,Business,31.6356659,74.8787496,26.1805978,91.753943
1004,2025-05-12 04:00:00,Guwahati,Assam,India,New Delhi,Delhi,India,711,Flight,Work,26.1805978,91.753943,28.6430858,77.2192671
1004,2025-05-13 13:00:00,Chandigarh,Chandigarh,India,Ahmedabad,Gujarat,India,123,Bus,Tourism,30.7334421,76.7797143,23.0215374,72.5800568
